Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-12-06;14,00;28,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;14,00;0,00
2020-12-13;29,00;0,00;14,50;0,00;0,00;0,00;0,00;0,00;15,00;0,00;12,89;12,89;0,00;0,00;0,00;0,00;0,00;0,00;29,00;15,00;0,00
2020-12-20;32,00;32,00;16,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;16,94;0,00;0,00;0,00;0,00
2020-12-27;31,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;17,22;31,00;0,00;0,00;0,00;45,59;0,00;0,00;0,00;0,00;0,00
2021-01-03;14,00;40,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;0,00;8,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;0,00;16,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;14,00;0,00;0,00
2021-01-31;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00
2021-02-07;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00
2021-02-14;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;30,00;46,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;44,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,54;30,46;0,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;28,00;14,93;14,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;14,00;0,00;0,00;0,00;42,93;0,00;0,00;0,00;0,00;0,00
2021-03-14;13,00;53,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;43,00;28,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,77;0,00;0,00;0,00;57,96;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;17,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;15,00;31,88;95,63;0,00;0,00;0,00;0,00;15,00;0,00;0,00;27,00;42,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;14,00;28,00;28,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;45,50;91,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;29,00;29,00;14,50;14,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00
2021-04-25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;30,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;46,88;0,00;0,00;0,00;0,00;0,00
2021-05-09;44,00;14,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,54;0,00;30,46;0,00;0,00;0,00;45,91;0,00;0,00;0,00;0,00;15,00
2021-05-16;0,00;8,00;8,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;32,00;0,00;0,00;15,00;0,00;0,00
2021-05-23;45,00;75,60;0,00;0,00;14,40;0,00;0,00;0,00;15,00;0,00;48,46;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;16,00;16,00;30,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,80;73,60;0,00;0,00;0,00;50,00;0,00;0,00;0,00;16,00;0,00
2021-06-06;30,00;44,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,67;0,00;0,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;32,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;76,80;0,00;0,00;0,00;16,94;0,00;0,00;0,00;0,00;0,00
2021-06-20;33,00;82,50;0,00;0,00;16,50;0,00;0,00;0,00;16,00;0,00;16,50;33,00;0,00;0,00;0,00;80,67;16,50;0,00;0,00;0,00;0,00
2021-06-27;49,00;147,00;16,33;0,00;0,00;16,00;0,00;16,00;16,00;0,00;16,33;111,07;16,33;0,00;0,00;82,92;0,00;0,00;0,00;0,00;0,00
