Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-09-08;46,00;22,21;15,86;7,93;15,86;22,49;0,00;22,49;0,00;8,00;8,00;8,00;23,00;0,00;15,00;0,00;31,00;23,00;0,00;15,00;0,00;0,00;15,00;8,00;0,00;8,00;23,00;8,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-09-15;38,00;7,92;7,92;22,17;22,17;7,19;30,81;60,59;15,41;8,00;8,00;8,00;8,00;15,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;15,00;8,00;0,00;8,00;8,00;0,00;8,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;22,00;30,46;0,00;0,00;22,00;22,00;22,00;7,33;36,67;0,00;7,00;29,00;7,00;0,00;7,00;0,00;14,00;7,00;7,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;14,00;34,22;20,22;20,22;14,00;28,00;21,00;35,00;21,00;14,00;14,00;7,00;7,00;7,00;7,00;0,00;0,00;7,00;7,00;7,00;14,00;7,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;36,00;44,18;14,73;21,27;21,27;36,00;7,20;28,80;21,60;7,00;29,00;14,00;0,00;7,00;7,00;22,00;22,00;7,00;7,00;0,00;7,00;0,00;0,00;14,00;7,00;0,00;15,00;7,00;15,00;0,00;0,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;29,00;20,94;20,94;20,94;0,00;21,75;0,00;0,00;0,00;14,00;22,00;0,00;0,00;0,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;36,00;6,55;0,00;6,55;29,45;21,60;21,60;14,40;0,00;14,00;7,00;0,00;0,00;22,00;7,00;14,00;14,00;7,00;14,00;0,00;0,00;7,00;0,00;29,00;0,00;7,00;15,00;0,00;7,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;23,00;46,00;14,79;8,21;37,79;53,32;14,64;0,00;14,64;7,00;7,00;15,00;15,00;7,00;7,00;22,00;7,00;22,00;7,00;15,00;7,00;0,00;0,00;7,00;0,00;8,00;8,00;8,00;15,00;8,00;0,00;8,00;0,00;15,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;14,00;70,00;28,00;14,00;20,22;14,00;28,00;14,00;14,00;14,00;14,00;7,00;0,00;0,00;7,00;0,00;22,00;14,00;14,00;7,00;14,00;22,00;14,00;0,00;0,00;7,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-11-10;44,00;35,85;14,67;35,85;6,52;36,67;7,33;36,67;29,33;29,00;7,00;29,00;36,00;36,00;0,00;0,00;14,00;7,00;0,00;29,00;0,00;15,00;7,00;7,00;7,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00
2019-11-17;22,00;45,69;22,00;30,46;0,00;22,00;14,67;36,67;7,33;21,00;21,00;29,00;21,00;14,00;0,00;29,00;7,00;21,00;0,00;0,00;7,00;0,00;22,00;0,00;0,00;0,00;7,00;0,00;0,00;14,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-11-24;0,00;9,00;26,00;26,00;17,00;33,00;0,00;20,00;20,00;7,00;7,00;34,00;21,00;7,00;0,00;14,00;0,00;21,00;14,00;28,00;7,00;0,00;7,00;21,00;0,00;7,00;0,00;21,00;0,00;7,00;0,00;21,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2019-12-01;7,00;45,50;15,75;15,75;77,00;7,00;0,00;0,00;27,00;28,00;7,00;0,00;0,00;7,00;7,00;7,00;7,00;7,00;0,00;0,00;21,00;7,00;7,00;7,00;0,00;7,00;0,00;7,00;14,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00
2019-12-08;28,00;28,00;28,00;0,00;28,00;14,52;28,00;20,74;7,26;7,00;7,00;7,00;21,00;28,00;0,00;14,00;14,00;14,00;0,00;7,00;7,00;0,00;14,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-12-15;48,00;41,60;54,40;20,80;33,60;20,43;27,57;13,28;13,28;34,00;28,00;14,00;14,00;28,00;21,00;7,00;0,00;7,00;7,00;0,00;14,00;7,00;21,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;100,00;53,23;22,58;16,13;53,23;38,14;60,82;53,61;60,82;15,00;54,00;38,00;8,00;23,00;54,00;8,00;31,00;38,00;8,00;15,00;31,00;15,00;0,00;15,00;15,00;8,00;8,00;15,00;8,00;0,00;15,00;8,00;0,00;0,00;8,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;37,00;37,00;45,04;8,04;59,52;44,19;37,00;29,81;51,39;30,00;22,00;22,00;0,00;7,00;22,00;30,00;7,00;0,00;15,00;37,00;15,00;0,00;15,00;7,00;0,00;7,00;7,00;0,00;22,00;0,00;0,00;7,00;7,00;0,00;0,00;15,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;40,00;40,00;46,40;20,80;33,60;26,67;33,85;47,18;26,67;20,00;34,00;7,00;13,00;20,00;7,00;13,00;20,00;47,00;7,00;13,00;0,00;7,00;7,00;13,00;0,00;0,00;14,00;0,00;7,00;14,00;0,00;7,00;0,00;7,00;7,00;0,00;20,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2020-01-12;33,00;61,05;39,60;54,45;47,85;26,81;39,19;33,00;19,59;20,00;33,00;7,00;0,00;33,00;20,00;20,00;20,00;7,00;26,00;0,00;0,00;20,00;13,00;13,00;0,00;7,00;20,00;7,00;20,00;7,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00
2020-01-19;48,00;48,00;48,00;60,80;20,80;33,70;33,70;48,00;13,28;34,00;0,00;27,00;14,00;21,00;21,00;7,00;27,00;27,00;7,00;7,00;0,00;7,00;7,00;7,00;0,00;14,00;7,00;7,00;14,00;7,00;14,00;14,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;34,00;89,05;110,10;61,52;82,57;26,79;26,79;26,79;41,21;20,00;41,00;55,00;7,00;7,00;14,00;20,00;34,00;7,00;14,00;7,00;20,00;14,00;21,00;7,00;0,00;0,00;14,00;7,00;14,00;14,00;14,00;0,00;7,00;0,00;7,00;21,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;34,00;40,48;61,52;27,52;40,48;20,61;13,39;34,00;54,61;34,00;14,00;41,00;21,00;48,00;7,00;21,00;14,00;27,00;14,00;27,00;27,00;21,00;7,00;7,00;0,00;14,00;14,00;0,00;21,00;21,00;0,00;7,00;0,00;7,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;7,00;7,00;85,75;35,00;35,00;52,50;7,00;44,33;66,50;26,00;13,00;33,00;7,00;20,00;0,00;26,00;7,00;26,00;0,00;7,00;13,00;7,00;20,00;0,00;0,00;13,00;13,00;7,00;7,00;7,00;0,00;7,00;7,00;7,00;0,00;7,00;13,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2020-02-16;47,00;34,03;66,45;66,45;47,00;13,58;40,73;47,00;54,31;20,00;27,00;27,00;20,00;20,00;13,00;13,00;13,00;27,00;13,00;40,00;47,00;7,00;7,00;33,00;0,00;0,00;33,00;7,00;20,00;7,00;0,00;7,00;0,00;0,00;7,00;13,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2020-02-23;34,00;27,52;46,95;59,90;40,48;20,19;55,25;41,44;20,19;47,00;13,00;40,00;27,00;20,00;13,00;13,00;27,00;27,00;20,00;13,00;7,00;13,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;40,00;68,33;55,00;48,33;33,33;26,32;40,00;33,68;53,68;13,00;20,00;26,00;39,00;7,00;0,00;26,00;0,00;26,00;0,00;7,00;26,00;20,00;7,00;0,00;7,00;7,00;26,00;7,00;13,00;26,00;7,00;0,00;20,00;0,00;7,00;20,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;19,00;63,33;69,67;95,00;158,33;37,00;62,00;100,00;50,00;26,00;84,00;78,00;39,00;13,00;19,00;19,00;26,00;0,00;19,00;6,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;6,00;6,00;13,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;19,00;50,67;12,67;6,33;61,75;6,33;26,39;19,00;19,00;0,00;19,00;6,00;6,00;6,00;6,00;13,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;6,00;0,00;6,00;0,00;24,00;0,00;6,00;0,00;12,00;6,00;0,00;6,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;19,00;19,00;12,67;6,33;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;7,00;7,00;28,00;0,00;0,00;15,17;22,17;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
